Farm_ID,Year,State,Crop_Type,Season,Area_Planted_Hectares,Avg_Temperature_C,Total_Rainfall_mm,Humidity_Percent,Soil_pH,Nitrogen_Content_ppm,Phosphorus_Content_ppm,Potassium_Content_ppm,Organic_Matter_Percent,Soil_Quality_Score,Fertilizer_Used_kg_per_hectare,Fertilizer_Type,Pesticide_Used_kg_per_hectare,Irrigation_Type,Irrigation_Frequency_per_month,Seed_Variety,Yield_per_Hectare_tons,Total_Yield_tons
IND_GUJ_0261,2021,Gujarat,Bajra,Kharif,3.46,35.4,840.2,41.4,7.8,47.7,22.9,155.2,2.1,6.5,167.5,Organic,15.2,Sprinkler,20,Hybrid,0.45,1.56
IND_KAR_0262,2021,Karnataka,Sunflower,Rabi,3.09,31.5,858.8,80.3,8.5,24.5,17.0,158.1,3.3,6.7,85.1,Organic,12.4,Rain-fed,0,Desi,0.21,0.65
IND_HAR_0263,2023,Haryana,Rice,Kharif,4.33,21.1,354.5,73.6,8.3,36.6,20.6,169.4,2.1,8.0,33.9,DAP,12.4,Rain-fed,0,High Yielding Variety,0.51,2.21
IND_GUJ_0264,2023,Gujarat,Groundnut,Kharif,6.01,25.3,357.0,53.7,6.9,52.0,5.0,194.7,3.1,6.0,77.0,Urea,16.4,Rain-fed,0,High Yielding Variety,0.38,2.28
IND_MAH_0265,2022,Maharashtra,Wheat,Rabi,0.69,22.7,905.9,71.4,7.4,22.7,28.8,187.1,3.2,7.6,190.4,NPK,8.0,Tube well,15,Desi,1.22,0.84
IND_UTT_0266,2018,Uttar Pradesh,Wheat,Rabi,3.9,18.5,770.7,80.9,6.3,30.7,23.3,148.1,2.0,8.8,212.8,Mixed,9.0,Rain-fed,0,Desi,1.31,5.11
IND_PUN_0267,2018,Punjab,Wheat,Rabi,1.8,27.8,728.0,62.6,7.2,27.9,11.3,179.2,3.5,6.3,183.6,DAP,10.9,Sprinkler,34,High Yielding Variety,2.16,3.89
IND_BIH_0268,2019,Bihar,Sugarcane,Annual,0.5,28.4,1095.0,65.0,8.5,43.5,18.1,114.1,3.8,6.4,185.1,DAP,6.6,Canal,12,Traditional,78.05,39.02
IND_BIH_0269,2019,Bihar,Maize,Kharif,4.36,24.5,1060.2,58.6,7.6,35.9,15.2,144.2,2.9,5.0,138.3,Organic,3.1,Tube well,24,Hybrid,0.9,3.92
IND_MAH_0270,2023,Maharashtra,Sugarcane,Annual,0.5,22.3,1106.6,42.1,6.0,26.5,35.6,131.6,2.9,7.7,125.2,Organic,7.6,Sprinkler,16,Traditional,38.96,19.48
IND_GUJ_0271,2021,Gujarat,Rice,Kharif,5.9,28.8,502.9,78.1,6.9,23.4,24.0,124.5,4.5,8.8,128.5,DAP,13.1,Sprinkler,20,Desi,1.78,10.5
IND_WES_0272,2021,West Bengal,Jute,Kharif,1.87,29.0,1263.4,81.9,7.3,16.1,13.6,147.4,2.7,10.0,64.6,Organic,10.5,Rain-fed,0,Desi,1.9,3.55
IND_GUJ_0273,2019,Gujarat,Rice,Kharif,7.54,38.2,770.1,56.0,7.4,33.8,23.5,61.4,3.3,7.6,111.1,Organic,18.2,Drip,35,High Yielding Variety,1.17,8.82
IND_KAR_0274,2018,Karnataka,Cotton,Kharif,2.19,27.7,1115.2,70.6,7.1,45.1,21.7,104.8,2.4,6.3,116.9,Mixed,10.1,Canal,10,Hybrid,0.21,0.46
IND_BIH_0275,2021,Bihar,Wheat,Rabi,0.5,34.4,1277.3,70.6,7.6,48.2,23.7,197.1,3.2,7.5,210.9,DAP,12.4,Drip,24,High Yielding Variety,1.75,0.88
IND_WES_0276,2023,West Bengal,Maize,Kharif,0.5,29.4,1347.9,76.2,6.6,36.7,32.7,174.3,1.9,7.7,87.8,DAP,6.1,Rain-fed,0,Desi,0.72,0.36
IND_BIH_0277,2021,Bihar,Wheat,Rabi,2.04,20.9,1198.9,47.4,5.0,59.6,28.7,136.8,2.8,6.2,187.8,NPK,17.5,Rain-fed,0,Traditional,1.06,2.16
IND_AND_0278,2020,Andhra Pradesh,Groundnut,Kharif,5.05,41.3,529.2,76.4,6.0,30.1,21.1,134.1,2.6,7.2,116.8,Organic,8.3,Sprinkler,29,High Yielding Variety,0.77,3.89
IND_KAR_0279,2020,Karnataka,Sunflower,Rabi,1.57,34.9,1147.5,64.7,8.1,9.7,29.2,198.5,2.6,3.9,105.5,NPK,7.7,Tube well,12,High Yielding Variety,0.16,0.25
IND_GUJ_0280,2023,Gujarat,Sugarcane,Annual,1.97,22.2,874.0,75.3,7.8,23.9,7.2,138.6,2.6,8.0,98.6,DAP,10.6,Tube well,14,Traditional,50.61,99.7
IND_AND_0281,2021,Andhra Pradesh,Cotton,Kharif,4.63,25.3,668.4,74.6,8.3,27.5,20.4,151.8,2.4,5.7,132.9,Organic,7.7,Drip,23,Desi,0.34,1.57
IND_TAM_0282,2019,Tamil Nadu,Cotton,Kharif,1.93,30.0,1165.4,88.7,5.6,40.2,23.8,122.2,3.1,8.6,31.3,Mixed,10.5,Sprinkler,20,High Yielding Variety,0.16,0.31
IND_PUN_0283,2023,Punjab,Barley,Rabi,4.14,17.7,463.5,76.3,6.7,20.9,18.4,222.4,1.3,6.9,179.9,DAP,17.3,Canal,21,Hybrid,2.35,9.73
IND_HAR_0284,2019,Haryana,Barley,Rabi,3.04,27.1,549.6,66.8,6.5,34.4,18.7,161.6,4.0,9.1,76.9,Organic,14.9,Drip,16,Desi,0.96,2.92
IND_PUN_0285,2018,Punjab,Sugarcane,Annual,10.75,24.8,453.3,74.7,6.7,16.2,22.8,237.9,1.3,8.2,145.6,Urea,8.6,Drip,32,Traditional,47.31,508.58
IND_GUJ_0286,2021,Gujarat,Sugarcane,Annual,0.5,22.0,675.4,38.1,8.3,46.5,20.4,158.0,3.7,7.7,156.2,Urea,6.5,Rain-fed,0,Hybrid,34.32,17.16
IND_HAR_0287,2019,Haryana,Rice,Kharif,9.28,27.4,413.3,61.9,6.5,27.3,13.5,112.7,4.5,9.6,196.8,Organic,1.9,Drip,26,Traditional,2.6,24.13
IND_HAR_0288,2021,Haryana,Sugarcane,Annual,2.83,20.3,449.1,72.4,6.8,47.8,24.8,230.6,1.6,9.5,165.9,Urea,3.1,Tube well,17,High Yielding Variety,56.75,160.6
IND_HAR_0289,2022,Haryana,Sugarcane,Annual,9.34,21.1,427.2,57.7,8.5,35.0,26.3,122.3,2.2,9.3,66.0,Organic,5.9,Canal,13,High Yielding Variety,35.46,331.2
IND_AND_0290,2022,Andhra Pradesh,Groundnut,Kharif,3.22,40.8,682.0,80.5,7.9,23.2,17.7,191.8,3.5,5.7,134.1,Mixed,0.0,Rain-fed,0,High Yielding Variety,0.53,1.71
IND_PUN_0291,2020,Punjab,Sugarcane,Annual,15.59,29.9,492.9,50.5,5.8,27.4,24.8,127.8,2.6,9.1,136.9,DAP,9.3,Canal,16,High Yielding Variety,58.48,911.7
IND_KAR_0292,2022,Karnataka,Cotton,Kharif,3.74,34.4,901.3,71.0,7.0,23.1,19.7,121.6,1.9,7.3,128.5,DAP,11.9,Sprinkler,17,Traditional,0.25,0.94
IND_RAJ_0293,2023,Rajasthan,Mustard,Rabi,3.82,19.4,460.6,65.5,7.3,39.4,20.1,77.0,2.9,9.5,105.6,Organic,4.4,Rain-fed,0,Traditional,0.66,2.52
IND_BIH_0294,2022,Bihar,Rice,Kharif,3.62,22.5,1476.2,71.9,6.1,43.8,24.7,145.0,3.1,8.8,154.9,Urea,2.3,Rain-fed,0,Traditional,1.46,5.29
IND_HAR_0295,2020,Haryana,Wheat,Rabi,7.74,17.1,601.1,60.7,8.3,34.0,11.0,136.2,2.9,9.5,144.1,NPK,3.7,Sprinkler,25,High Yielding Variety,6.7,51.86
IND_TAM_0296,2022,Tamil Nadu,Cotton,Kharif,3.53,31.9,1214.4,79.3,8.0,49.6,28.5,180.5,2.5,6.4,133.3,DAP,12.7,Rain-fed,0,Desi,0.14,0.49
IND_MAD_0297,2018,Madhya Pradesh,Cotton,Kharif,5.13,24.5,749.3,74.5,7.1,38.7,15.8,197.3,3.1,7.3,62.6,DAP,1.4,Rain-fed,0,Traditional,0.18,0.92
IND_BIH_0298,2019,Bihar,Maize,Kharif,0.5,27.9,1440.0,90.0,8.5,32.8,19.1,184.8,4.2,5.6,48.5,NPK,4.9,Tube well,20,Traditional,0.77,0.38
IND_HAR_0299,2021,Haryana,Cotton,Kharif,9.99,24.4,510.3,70.7,8.0,25.1,5.0,155.1,3.4,7.9,101.7,Urea,7.2,Drip,18,Hybrid,0.39,3.9
IND_UTT_0300,2018,Uttar Pradesh,Potato,Rabi,0.5,22.4,600.1,52.9,7.7,38.9,21.3,115.2,2.7,4.9,127.1,Mixed,15.1,Drip,32,High Yielding Variety,9.92,4.96
IND_RAJ_0301,2018,Rajasthan,Jowar,Kharif,1.83,16.1,597.4,63.3,8.3,29.6,14.5,81.1,2.9,9.3,131.1,Mixed,7.9,Sprinkler,17,Hybrid,0.96,1.76
IND_GUJ_0302,2019,Gujarat,Rice,Kharif,2.98,36.6,449.2,62.3,7.2,23.3,30.4,173.3,2.4,8.6,100.1,DAP,4.1,Drip,23,Desi,0.75,2.24
IND_HAR_0303,2021,Haryana,Cotton,Kharif,0.92,24.3,481.9,64.7,5.3,34.0,18.8,138.6,2.0,6.6,138.6,DAP,5.2,Canal,19,Traditional,0.29,0.27
IND_BIH_0304,2021,Bihar,Wheat,Rabi,1.23,22.2,1035.3,61.8,8.4,42.0,16.7,159.0,2.6,7.6,107.0,NPK,7.2,Drip,15,Desi,1.42,1.75
IND_RAJ_0305,2021,Rajasthan,Bajra,Kharif,1.01,26.3,327.0,49.8,6.1,36.9,12.9,168.0,2.8,4.4,146.2,Mixed,12.1,Tube well,17,Traditional,0.27,0.27
IND_BIH_0306,2019,Bihar,Maize,Kharif,3.84,29.8,1043.7,47.4,5.6,30.4,19.0,136.1,1.9,7.1,130.8,NPK,7.8,Rain-fed,0,Traditional,0.75,2.88
IND_BIH_0307,2022,Bihar,Sugarcane,Annual,1.66,31.3,1096.0,71.7,8.3,40.8,18.4,131.5,3.6,5.9,81.2,Organic,6.0,Rain-fed,0,Traditional,31.78,52.75
IND_MAH_0308,2020,Maharashtra,Jowar,Kharif,3.76,27.6,505.8,53.9,6.6,46.7,9.0,206.3,3.5,8.5,101.5,Mixed,7.3,Tube well,25,Hybrid,0.93,3.5
IND_PUN_0309,2023,Punjab,Maize,Kharif,5.9,17.2,753.5,64.9,8.4,21.7,17.1,144.7,1.7,8.9,91.0,Organic,7.0,Drip,17,Desi,1.89,11.15
IND_UTT_0310,2020,Uttar Pradesh,Rice,Kharif,1.42,19.8,1146.5,59.9,7.0,30.5,14.2,161.2,4.1,7.7,159.8,Organic,1.0,Sprinkler,27,High Yielding Variety,2.4,3.41
IND_RAJ_0311,2022,Rajasthan,Mustard,Rabi,0.81,37.8,302.5,45.2,8.1,37.9,7.7,143.1,3.0,7.0,46.2,NPK,3.5,Sprinkler,32,High Yielding Variety,0.37,0.3
IND_BIH_0312,2022,Bihar,Jute,Kharif,4.07,28.8,1175.8,61.4,8.0,43.3,24.7,122.0,1.3,7.1,160.1,NPK,15.0,Canal,11,Hybrid,2.21,8.99
IND_UTT_0313,2022,Uttar Pradesh,Wheat,Rabi,3.86,25.9,630.8,63.8,8.5,23.7,32.9,138.7,3.9,5.8,143.4,NPK,4.3,Rain-fed,0,Desi,0.73,2.82
IND_AND_0314,2020,Andhra Pradesh,Rice,Kharif,3.44,29.3,949.2,63.0,7.1,34.0,24.4,183.2,2.8,9.5,129.0,Organic,6.3,Tube well,22,Traditional,1.78,6.12
IND_TAM_0315,2023,Tamil Nadu,Coconut,Annual,2.47,25.0,819.6,72.3,8.1,40.5,10.6,156.0,3.3,8.9,155.5,Urea,11.8,Drip,15,Desi,6.1,15.07
IND_MAH_0316,2018,Maharashtra,Cotton,Kharif,3.78,26.8,918.8,56.5,6.5,39.5,29.8,129.1,0.9,6.7,156.5,NPK,10.7,Rain-fed,0,Hybrid,0.26,0.98
IND_MAH_0317,2022,Maharashtra,Sugarcane,Annual,2.44,23.3,965.3,47.2,8.5,41.8,15.4,128.6,2.7,6.9,164.7,Organic,8.9,Sprinkler,18,Desi,38.28,93.4
IND_KAR_0318,2023,Karnataka,Rice,Kharif,6.78,34.4,1175.4,75.4,7.9,27.7,22.9,160.9,1.3,9.4,171.6,DAP,6.0,Drip,35,High Yielding Variety,2.46,16.68
IND_BIH_0319,2022,Bihar,Wheat,Rabi,3.7,33.1,1461.3,60.9,7.7,52.4,24.5,113.3,3.9,9.6,246.1,Organic,2.4,Sprinkler,29,Hybrid,1.96,7.25
IND_MAD_0320,2021,Madhya Pradesh,Cotton,Kharif,0.5,22.7,1083.1,79.2,6.5,14.7,16.2,80.9,3.4,4.8,121.1,Organic,0.0,Tube well,22,Desi,0.1,0.05
IND_PUN_0321,2020,Punjab,Barley,Rabi,14.57,24.7,434.2,63.6,7.2,40.7,9.1,170.7,0.6,7.4,100.5,NPK,11.2,Canal,11,Hybrid,1.51,22.0
IND_KAR_0322,2020,Karnataka,Rice,Kharif,0.5,32.0,649.6,67.1,7.4,34.1,15.4,133.2,3.4,6.4,116.5,Mixed,18.8,Rain-fed,0,Desi,0.43,0.22
IND_MAD_0323,2022,Madhya Pradesh,Cotton,Kharif,0.5,25.6,664.0,67.8,6.5,31.9,32.8,178.1,3.5,5.6,74.0,Organic,0.0,Canal,19,Traditional,0.17,0.08
IND_RAJ_0324,2022,Rajasthan,Bajra,Kharif,4.91,24.5,566.1,59.8,6.6,37.5,26.1,93.4,3.0,7.9,103.4,DAP,11.5,Tube well,18,High Yielding Variety,0.63,3.09
IND_MAH_0325,2023,Maharashtra,Soybean,Kharif,2.79,32.1,463.8,63.9,7.6,37.3,11.8,157.2,4.0,7.7,158.5,Mixed,6.8,Sprinkler,28,Hybrid,0.78,2.18
IND_AND_0326,2023,Andhra Pradesh,Sugarcane,Annual,3.56,35.2,578.8,67.1,6.6,37.3,22.4,108.4,3.6,8.0,91.8,Organic,0.3,Tube well,25,Hybrid,26.55,94.52
IND_MAH_0327,2021,Maharashtra,Soybean,Kharif,2.11,26.5,774.8,61.1,6.9,31.3,25.1,125.6,4.1,4.9,172.4,DAP,6.9,Drip,15,Desi,1.01,2.13
IND_WES_0328,2021,West Bengal,Mustard,Rabi,3.16,27.0,1863.7,66.2,8.5,33.6,21.8,193.2,2.0,8.5,96.4,Organic,7.3,Rain-fed,0,Desi,0.29,0.92
IND_TAM_0329,2019,Tamil Nadu,Rice,Kharif,0.5,29.6,1291.5,68.8,8.4,45.6,19.5,158.5,2.6,8.7,112.0,DAP,9.2,Drip,22,Traditional,3.42,1.71
IND_TAM_0330,2022,Tamil Nadu,Groundnut,Kharif,1.45,30.9,1104.1,88.0,6.9,32.1,5.0,134.1,2.0,6.4,114.5,Mixed,12.8,Canal,16,Traditional,0.54,0.78
IND_PUN_0331,2022,Punjab,Maize,Kharif,9.23,28.3,567.7,49.0,6.5,54.9,18.1,150.1,3.7,9.7,115.6,NPK,6.1,Sprinkler,18,Hybrid,4.15,38.3
IND_PUN_0332,2018,Punjab,Cotton,Kharif,9.35,25.0,764.0,66.2,8.5,39.6,22.5,96.8,0.7,8.7,116.2,Mixed,5.4,Canal,15,Hybrid,0.6,5.61
IND_BIH_0333,2019,Bihar,Sugarcane,Annual,2.88,21.2,1274.9,71.3,8.1,32.4,24.2,133.3,2.3,7.7,120.5,Mixed,10.4,Tube well,14,High Yielding Variety,52.45,151.06
IND_KAR_0334,2020,Karnataka,Cotton,Kharif,0.5,33.2,843.9,72.6,7.0,46.8,14.3,96.0,2.7,6.4,81.4,NPK,7.1,Rain-fed,0,Traditional,0.18,0.09
IND_RAJ_0335,2019,Rajasthan,Wheat,Rabi,2.98,20.4,551.0,63.1,8.5,30.9,22.2,132.2,2.1,6.1,100.8,Urea,9.8,Rain-fed,0,Desi,1.58,4.71
IND_MAH_0336,2023,Maharashtra,Rice,Kharif,1.57,28.6,421.7,64.0,7.4,50.4,5.0,66.5,2.4,8.5,57.4,DAP,0.0,Rain-fed,0,Hybrid,1.03,1.62
IND_BIH_0337,2023,Bihar,Wheat,Rabi,3.49,25.1,1139.5,49.1,7.3,27.5,24.0,50.1,2.1,6.2,109.7,Organic,5.3,Tube well,16,Desi,0.99,3.46
IND_TAM_0338,2021,Tamil Nadu,Rice,Kharif,0.5,38.6,803.1,75.4,7.7,57.3,16.1,161.4,1.4,4.2,153.8,Organic,8.0,Drip,26,Desi,0.84,0.42
IND_KAR_0339,2023,Karnataka,Rice,Kharif,0.5,29.1,1156.0,79.2,7.4,35.1,7.4,197.4,2.3,7.6,57.5,Urea,2.1,Rain-fed,0,Traditional,1.57,0.78
IND_GUJ_0340,2019,Gujarat,Rice,Kharif,2.31,30.7,776.4,41.6,8.0,27.9,25.6,150.9,1.6,7.6,207.8,Mixed,10.5,Drip,24,Traditional,2.0,4.62
IND_RAJ_0341,2020,Rajasthan,Mustard,Rabi,5.15,19.2,406.1,62.1,7.4,47.4,13.3,199.9,2.7,5.7,159.9,Urea,6.6,Rain-fed,0,High Yielding Variety,0.71,3.66
IND_HAR_0342,2018,Haryana,Sugarcane,Annual,6.83,35.3,505.2,62.9,5.4,21.5,27.4,145.4,2.4,6.4,76.8,Urea,0.0,Tube well,22,Desi,19.02,129.91
IND_AND_0343,2023,Andhra Pradesh,Cotton,Kharif,1.8,41.5,746.7,67.3,8.5,16.9,29.3,184.1,2.2,7.5,101.7,NPK,8.9,Drip,17,Traditional,0.38,0.68
IND_HAR_0344,2018,Haryana,Rice,Kharif,10.42,20.2,644.6,45.2,7.0,49.5,7.8,113.1,2.9,6.8,88.3,Urea,5.9,Drip,22,Desi,0.64,6.67
IND_BIH_0345,2021,Bihar,Wheat,Rabi,1.05,26.6,1195.5,67.0,6.6,43.8,18.4,133.7,2.8,5.5,139.8,Urea,9.9,Tube well,24,Desi,0.7,0.74
IND_PUN_0346,2021,Punjab,Wheat,Rabi,12.02,28.7,525.1,61.5,6.9,34.8,19.1,192.7,1.9,7.3,161.5,Organic,5.0,Sprinkler,17,Hybrid,3.62,43.51
IND_HAR_0347,2018,Haryana,Barley,Rabi,14.8,29.9,695.6,56.0,7.8,21.2,26.0,157.0,3.2,7.2,53.6,DAP,10.5,Drip,19,Desi,0.33,4.88
IND_MAD_0348,2018,Madhya Pradesh,Maize,Kharif,2.37,31.9,1133.4,79.5,8.1,27.2,20.2,148.3,1.5,6.2,97.6,NPK,0.0,Canal,13,Desi,0.58,1.37
IND_BIH_0349,2021,Bihar,Wheat,Rabi,2.5,22.4,1463.9,43.3,7.6,43.6,21.8,138.7,3.3,8.4,132.3,Urea,3.9,Sprinkler,21,High Yielding Variety,2.14,5.35
IND_UTT_0350,2023,Uttar Pradesh,Peas,Rabi,5.39,30.9,875.0,54.7,7.2,26.9,21.8,89.0,2.4,6.2,125.4,DAP,13.0,Sprinkler,25,Hybrid,0.38,2.05
IND_MAH_0351,2022,Maharashtra,Sugarcane,Annual,0.5,22.1,919.6,80.4,7.3,37.1,14.7,156.9,2.3,6.7,92.5,DAP,0.8,Drip,15,Traditional,34.09,17.05
IND_GUJ_0352,2023,Gujarat,Groundnut,Kharif,4.17,38.4,726.2,63.2,6.7,45.1,9.1,118.5,2.0,8.7,157.7,Organic,10.4,Canal,15,Desi,0.97,4.04
IND_HAR_0353,2022,Haryana,Wheat,Rabi,4.48,29.0,693.9,63.5,7.1,45.2,19.1,136.5,3.2,9.1,93.3,NPK,7.7,Rain-fed,0,High Yielding Variety,1.13,5.06
IND_KAR_0354,2020,Karnataka,Ragi,Kharif,0.5,34.1,1112.9,77.1,5.4,30.8,5.0,197.9,1.9,8.5,157.8,Urea,3.5,Tube well,23,High Yielding Variety,0.7,0.35
IND_RAJ_0355,2019,Rajasthan,Bajra,Kharif,3.7,16.2,419.0,51.6,5.6,8.2,21.8,130.3,2.4,7.6,166.9,Mixed,6.6,Canal,20,Traditional,0.47,1.74
IND_AND_0356,2018,Andhra Pradesh,Sugarcane,Annual,4.0,33.9,615.5,79.4,7.8,11.8,13.9,119.3,2.9,7.9,179.9,NPK,5.5,Tube well,16,High Yielding Variety,37.27,149.08
IND_HAR_0357,2019,Haryana,Rice,Kharif,12.6,16.3,367.2,63.0,8.3,38.5,10.7,103.3,1.6,8.8,167.5,NPK,17.2,Sprinkler,33,High Yielding Variety,1.87,23.56
IND_BIH_0358,2018,Bihar,Wheat,Rabi,5.33,23.7,1176.2,68.5,7.6,36.3,23.1,161.3,3.8,9.2,141.8,Mixed,12.2,Sprinkler,18,Desi,1.77,9.43
IND_RAJ_0359,2018,Rajasthan,Barley,Rabi,2.08,34.2,291.4,67.6,6.1,38.4,13.2,169.4,2.8,4.9,136.8,Organic,5.1,Tube well,8,Hybrid,0.59,1.23
IND_KAR_0360,2019,Karnataka,Sugarcane,Annual,3.0,23.9,1116.7,70.3,6.8,45.3,33.4,121.8,3.7,4.4,72.2,NPK,3.2,Drip,18,High Yielding Variety,25.03,75.09
IND_AND_0361,2020,Andhra Pradesh,Rice,Kharif,0.5,40.5,659.4,78.3,7.8,38.2,25.3,147.6,1.9,8.6,96.4,Organic,3.3,Rain-fed,0,High Yielding Variety,0.78,0.39
IND_TAM_0362,2021,Tamil Nadu,Rice,Kharif,1.17,36.9,870.7,77.8,6.4,29.1,28.6,167.4,4.5,8.5,165.8,NPK,1.1,Rain-fed,0,Hybrid,1.48,1.73
IND_UTT_0363,2022,Uttar Pradesh,Wheat,Rabi,2.89,35.8,941.7,54.5,7.7,24.5,25.9,127.7,3.0,7.1,111.2,Urea,11.8,Canal,15,High Yielding Variety,0.91,2.63
IND_PUN_0364,2020,Punjab,Sugarcane,Annual,15.78,23.8,524.1,63.7,7.7,33.8,19.5,164.4,2.6,9.9,153.6,Mixed,12.4,Tube well,13,High Yielding Variety,53.44,843.28
IND_BIH_0365,2019,Bihar,Pulses,Kharif,2.84,31.3,1073.0,57.0,6.7,42.9,11.4,210.2,2.1,7.9,151.7,Urea,5.1,Sprinkler,25,Traditional,0.38,1.08
IND_RAJ_0366,2019,Rajasthan,Wheat,Rabi,0.54,44.0,562.1,74.5,7.2,27.8,17.6,178.3,2.3,5.9,111.1,Organic,2.1,Canal,20,High Yielding Variety,1.57,0.85
IND_MAH_0367,2020,Maharashtra,Jowar,Kharif,1.87,21.4,445.3,68.3,7.4,23.2,20.0,177.4,2.6,8.6,160.9,DAP,12.6,Sprinkler,15,Traditional,0.73,1.37
IND_MAH_0368,2023,Maharashtra,Soybean,Kharif,0.84,32.7,456.6,65.5,5.2,34.9,21.3,140.3,3.8,7.7,172.4,DAP,6.9,Sprinkler,26,Desi,0.62,0.52
IND_BIH_0369,2019,Bihar,Potato,Rabi,6.27,27.5,1072.2,73.1,6.9,40.9,25.5,120.6,2.9,5.2,177.7,Mixed,5.4,Sprinkler,15,Hybrid,6.72,42.13
IND_KAR_0370,2020,Karnataka,Rice,Kharif,2.38,27.9,1014.4,74.9,7.1,29.6,33.8,118.9,3.4,7.4,170.5,DAP,4.7,Sprinkler,24,High Yielding Variety,2.54,6.05
IND_GUJ_0371,2021,Gujarat,Jowar,Kharif,5.19,29.1,455.0,64.3,7.5,45.1,14.6,48.0,3.2,5.9,39.3,NPK,0.0,Rain-fed,0,Hybrid,0.52,2.7
IND_HAR_0372,2022,Haryana,Rice,Kharif,8.51,32.0,507.9,66.4,8.5,18.3,19.7,93.4,2.6,7.7,145.1,Mixed,8.2,Drip,29,High Yielding Variety,2.06,17.53
IND_HAR_0373,2018,Haryana,Sugarcane,Annual,10.81,18.6,481.5,81.5,7.4,25.4,31.9,140.1,2.3,7.4,148.7,DAP,7.2,Canal,21,Hybrid,28.35,306.46
IND_MAH_0374,2021,Maharashtra,Soybean,Kharif,6.33,30.3,467.4,66.5,5.7,40.8,11.6,178.8,2.0,8.0,164.2,NPK,12.3,Rain-fed,0,Traditional,0.49,3.1
IND_TAM_0375,2019,Tamil Nadu,Rice,Kharif,2.54,28.7,1294.0,70.4,8.5,26.6,11.7,173.3,2.2,6.0,62.3,DAP,5.6,Canal,12,High Yielding Variety,1.89,4.8
IND_TAM_0376,2018,Tamil Nadu,Groundnut,Kharif,3.49,30.1,803.5,82.6,7.7,32.7,18.4,167.9,3.8,7.3,101.2,Organic,3.0,Tube well,22,Traditional,0.61,2.13
IND_MAH_0377,2019,Maharashtra,Rice,Kharif,4.33,28.0,1157.7,65.8,8.5,29.2,27.6,148.6,2.3,7.9,136.4,Mixed,9.8,Rain-fed,0,Traditional,1.9,8.23
IND_PUN_0378,2019,Punjab,Cotton,Kharif,7.85,16.0,460.0,83.9,8.3,43.7,20.9,185.3,3.2,8.2,107.9,Mixed,7.6,Tube well,19,Desi,0.11,0.86
IND_PUN_0379,2019,Punjab,Cotton,Kharif,8.84,25.1,706.1,55.1,6.1,34.4,11.6,166.6,3.0,9.3,88.4,Urea,8.2,Sprinkler,29,Hybrid,0.51,4.51
IND_TAM_0380,2018,Tamil Nadu,Sugarcane,Annual,4.4,37.1,1208.9,75.0,7.6,54.3,17.7,154.9,1.9,6.1,123.9,Organic,13.5,Tube well,12,Hybrid,42.76,188.14
IND_KAR_0381,2022,Karnataka,Rice,Kharif,2.53,33.4,703.1,71.7,6.7,38.5,8.0,194.8,2.3,7.9,69.2,DAP,11.3,Canal,8,High Yielding Variety,1.2,3.04
IND_MAD_0382,2018,Madhya Pradesh,Rice,Kharif,3.77,21.0,1120.0,50.1,7.4,20.8,18.0,186.0,3.4,7.3,81.0,Urea,11.2,Rain-fed,0,Traditional,0.82,3.09
IND_PUN_0383,2019,Punjab,Barley,Rabi,0.5,32.0,597.2,67.8,6.2,8.0,22.2,160.2,1.4,7.0,230.2,Organic,6.5,Rain-fed,0,Desi,0.64,0.32
IND_TAM_0384,2019,Tamil Nadu,Groundnut,Kharif,1.7,32.3,967.0,72.9,6.8,33.6,22.1,144.7,1.8,7.7,42.0,Organic,0.0,Tube well,16,Traditional,0.53,0.9
IND_UTT_0385,2023,Uttar Pradesh,Rice,Kharif,4.01,25.5,754.9,59.4,7.0,15.8,14.1,172.8,3.9,7.0,150.3,Urea,0.0,Sprinkler,32,Desi,1.69,6.78
IND_HAR_0386,2021,Haryana,Rice,Kharif,4.78,17.0,648.4,63.1,7.0,50.8,13.0,172.0,2.6,7.8,112.6,Organic,3.8,Tube well,25,High Yielding Variety,1.27,6.07
IND_BIH_0387,2020,Bihar,Sugarcane,Annual,2.87,36.6,1272.4,62.4,8.0,22.4,27.0,108.5,3.3,8.3,43.5,Organic,8.5,Rain-fed,0,Traditional,21.54,61.82
IND_MAH_0388,2022,Maharashtra,Soybean,Kharif,1.48,27.5,1005.0,51.9,7.3,43.2,18.9,190.8,3.2,4.6,98.8,Mixed,5.2,Drip,16,Desi,0.52,0.77
IND_KAR_0389,2019,Karnataka,Maize,Kharif,0.5,30.1,1356.9,90.0,8.3,63.1,27.0,183.2,2.9,6.8,101.0,DAP,3.9,Tube well,16,High Yielding Variety,0.92,0.46
IND_RAJ_0390,2020,Rajasthan,Jowar,Kharif,0.5,22.6,370.0,61.9,7.2,36.8,15.8,257.7,3.9,5.3,129.3,DAP,5.0,Rain-fed,0,Hybrid,0.22,0.11
IND_WES_0391,2022,West Bengal,Potato,Rabi,0.5,23.5,1976.1,78.5,6.6,46.6,28.0,198.1,2.1,8.4,145.3,Mixed,5.6,Drip,33,Hybrid,12.26,6.13
IND_WES_0392,2022,West Bengal,Mustard,Rabi,6.22,34.0,1720.2,68.4,6.1,28.2,19.0,112.8,2.8,5.8,75.2,Urea,11.4,Sprinkler,16,High Yielding Variety,0.36,2.24
